,,,,,,,
,,,,,,,
,,,TFSA,,,,
,,,,,,,
,,,,,,,
,,,,,,,
sym,quantity,price,bought all,sold,lost/gain,right now,right now gain
,,,,,,,
ama,3,"1,503.58","-4,520.69","4,732.91",212.22,,
goog,6,"1,035.50","-6,246.28","6,565.89",319.61,,
tsl,25.00,284.34,"-7,118.44",,"-7,118.44",260,-639.44
,,,,,,,-21.00
,,,,,,,-21
,,,,,,,-21
,,,,,,,-21
,,,,,,,-21
,,,,,,,-21
,,,,,,,-21
,,,,,,,-21
,,,,,,,-21
,,,,,,,-21
,,,,,,,-21
,,Total,"-6,586.61",,,,
